State Name,Temperature ⁰C,pH,Conductivity (μmhos/cm),Nitrate N (mg/L),Faecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Total Dissolved Solids (mg/L),Fluoride (mg/L)
TRIPURA,24.5,6.1,111.5,0.3,2.0,2.0,62.0,0.2
TRIPURA,25.0,5.65,114.0,0.3,2.0,2.0,67.0,0.2
TRIPURA,25.0,5.85,104.5,0.3,2.0,2.0,65.0,0.2
UTTAR PRADESH,25.45,7.15,1951.5,1.1,2.0,2.0,197.5,0.35
UTTAR PRADESH,25.35,7.25,1207.5,0.88,2.0,2.0,257.0,0.4
UTTAR PRADESH,25.0,7.75,516.0,0.484,2.0,2.0,306.5,0.41
UTTAR PRADESH,24.5,7.8,549.0,0.776,2.0,2.0,319.0,0.21999999999999997
UTTAR PRADESH,25.25,7.75,489.0,1.02,2.0,2.0,291.0,0.4
UTTAR PRADESH,24.75,7.65,488.0,0.986,59.6,200.6,267.0,0.36
UTTAR PRADESH,21.5,7.3,710.0,0.3,2.0,2.0,357.5,0.2
UTTAR PRADESH,25.3,7.15,1140.0,0.9,2.0,2.0,238.5,0.4
UTTAR PRADESH,17.5,8.15,934.0,1.036,2.0,2.0,585.0,1.2
UTTAR PRADESH,18.0,8.0,919.5,3.816,2.0,2.0,715.0,0.7
UTTAR PRADESH,21.34,8.0,2600.0,1.05,641.6,844.6,1306.0,0.7400000000000001
UTTAR PRADESH,22.0,7.35,849.0,0.3,2.0,2.0,537.5,0.2
UTTAR PRADESH,26.93,7.3,694.0,0.6579999999999999,73.3,346.0,345.0,0.27
UTTAR PRADESH,17.5,8.0,776.0,0.9799999999999999,2.0,2.0,508.0,0.65
UTTAR PRADESH,23.0,7.5,948.0,3.7000000000000006,3.2,9.9,568.0,0.61
UTTAR PRADESH,24.0,7.45,445.0,0.3,2.0,32.5,265.0,0.25
UTTAR PRADESH,21.5,7.5,462.5,0.756,2.6,10.4,348.5,0.26
UTTAR PRADESH,21.5,7.2,1380.0,0.3,2.0,2.0,836.0,0.2
UTTAR PRADESH,22.5,7.1,2086.0,0.35,2.0,2.0,1192.0,0.2
UTTAR PRADESH,28.310000000000002,7.4,742.0,0.3,2.0,24.0,464.0,0.4
UTTAR PRADESH,28.2,7.4,186.0,1.7560000000000002,110.2,313.2,94.0,0.45
UTTAR PRADESH,19.0,7.85,861.0,4.198,2.0,2.0,582.0,0.75
UTTARAKHAND,18.0,7.9,420.0,2.6,2.0,2.0,260.0,0.2
UTTARAKHAND,20.0,7.9,640.5,1.95,2.0,2.0,406.0,0.3
UTTARAKHAND,30.0,7.2,320.0,0.3,11.8,11.8,218.0,0.5
UTTARAKHAND,27.5,7.45,332.0,0.6,11.8,11.8,222.0,0.5
UTTARAKHAND,25.5,7.4,360.0,0.3,17.5,37.4,221.5,0.5
UTTARAKHAND,24.5,7.3,362.0,0.6,7.2,18.2,235.5,0.5
UTTARAKHAND,28.0,7.35,299.0,0.3,10.4,10.4,187.5,0.8
UTTARAKHAND,28.0,7.5,286.5,0.3,6.7,8.8,193.5,0.8
UTTARAKHAND,20.5,8.1,573.0,3.0,2.0,2.0,357.5,0.2
UTTARAKHAND,20.0,7.5,286.0,0.3,2.0,2.0,183.0,0.2
UTTARAKHAND,27.5,7.3,328.0,0.3,2.0,2.0,182.0,0.4
UTTARAKHAND,27.5,7.15,318.0,0.3,11.8,11.8,209.5,0.6
UTTARAKHAND,19.0,6.4,199.5,0.3,2.0,2.0,125.5,0.5
UTTARAKHAND,19.5,6.65,239.5,0.3,2.0,2.0,156.5,0.4
UTTARAKHAND,20.0,7.25,578.0,1.2,2.0,2.0,599.0,0.2
UTTARAKHAND,20.0,7.55,534.5,2.05,2.0,2.0,334.5,0.2
UTTARAKHAND,25.5,7.35,473.5,0.3,2.0,2.0,243.0,0.6
UTTARAKHAND,25.5,7.15,469.5,0.3,2.0,2.0,240.0,0.7
UTTARAKHAND,27.0,7.9,274.0,0.3,2.0,2.0,169.5,0.4
WEST BENGAL,29.0,7.45,4203.0,0.75,2.0,5.0,3312.0,0.45
WEST BENGAL,30.5,7.85,425.5,0.4,2.0,2.0,243.0,0.75
WEST BENGAL,29.5,7.55,632.0,0.3,3.0,3.5,387.0,0.35
WEST BENGAL,29.5,7.35,1342.5,0.3,2.0,3.0,780.0,0.35
WEST BENGAL,29.5,7.4,429.0,0.39,2.0,2.0,347.0,0.4
WEST BENGAL,29.5,8.25,1730.5,0.3,8.0,9.5,917.0,0.35
WEST BENGAL,29.5,7.25,2483.5,0.3,2.0,2.0,1470.0,0.45
WEST BENGAL,30.0,7.6,554.5,0.3,2.0,2.0,279.0,0.55
WEST BENGAL,29.5,7.3,2578.5,0.3,2.0,7.5,2002.0,0.25
WEST BENGAL,27.5,7.5,5407.5,0.5,2.0,2.0,608.0,0.85
WEST BENGAL,29.5,7.1,1556.0,0.3,2.0,2.0,1181.0,0.3
WEST BENGAL,29.5,7.5,756.0,0.5,2.0,2.0,494.0,0.3
WEST BENGAL,31.0,7.35,668.0,0.3,2.0,5.0,313.0,0.7
WEST BENGAL,27.0,7.9,748.0,0.3,2.0,2.0,446.0,0.45
WEST BENGAL,28.5,7.2,695.5,0.45,2.0,2.0,368.0,0.7
WEST BENGAL,28.5,7.35,1266.5,0.69,2.0,2.0,775.0,0.8
WEST BENGAL,25.0,7.2,175.0,0.3,2.0,2.0,14.0,0.2
WEST BENGAL,29.0,7.6,815.0,0.37,2.0,2.0,452.0,0.65
WEST BENGAL,29.0,7.8,612.0,0.3,2.0,2.0,168.0,0.2
WEST BENGAL,31.0,7.55,663.5,0.3,2.0,4.5,352.0,0.85
WEST BENGAL,27.5,7.35,933.5,0.3,8.0,10.0,575.0,0.5
WEST BENGAL,29.0,8.0,1955.0,0.3,2.0,2.0,231.0,0.45
WEST BENGAL,28.0,7.75,652.5,0.4,2.0,2.0,490.0,0.45
WEST BENGAL,29.0,7.9,1248.0,0.3,2.0,2.0,624.0,0.8
WEST BENGAL,25.5,7.5,69.5,0.36,2.0,2.0,39.0,0.2
WEST BENGAL,30.0,6.9,217.0,0.3,2.0,2.0,136.0,0.4
WEST BENGAL,28.0,7.9,333.5,0.31,2.0,2.0,189.0,0.35
WEST BENGAL,28.0,7.45,2452.0,0.85,2.0,2.0,1715.0,0.35
WEST BENGAL,15.0,7.4,132.0,0.3,2.0,2.0,61.0,0.2
WEST BENGAL,27.5,7.45,815.0,0.4,2.0,2.0,552.0,0.35
WEST BENGAL,29.0,7.6,523.5,0.34,2.0,2.0,299.0,0.55
WEST BENGAL,28.5,7.2,1104.5,0.34,2.0,2.0,687.0,0.6
WEST BENGAL,26.0,7.7,194.0,0.3,2.0,2.0,92.0,0.3
WEST BENGAL,24.0,7.25,174.5,0.3,2.0,2.0,85.0,0.2
WEST BENGAL,26.5,7.6,234.5,0.41,2.0,2.0,140.0,0.2
WEST BENGAL,28.0,7.45,758.5,0.8,3.0,28.0,439.0,0.3
WEST BENGAL,64.0,9.1,505.0,0.3,2.0,2.0,351.0,13.6
WEST BENGAL,30.5,7.1,1312.0,0.3,2.0,22.5,909.0,0.35
WEST BENGAL,27.5,7.65,1189.5,0.3,2.0,2.0,724.0,0.3
WEST BENGAL,28.5,8.35,572.0,0.3,2.0,2.0,389.0,0.4
WEST BENGAL,29.0,7.65,381.5,0.38,2.0,2.0,234.0,0.65
WEST BENGAL,29.0,7.95,706.5,0.34,3.0,5.0,483.0,0.6
WEST BENGAL,27.5,7.65,2261.0,0.3,2.0,2.0,261.0,0.25
WEST BENGAL,28.5,7.3,1360.0,0.32,2.0,6.5,805.0,0.4
WEST BENGAL,29.0,7.75,3667.5,0.45,2.0,2.0,411.0,0.8
WEST BENGAL,30.0,7.75,1066.5,0.35,2.0,2.0,525.0,0.4
WEST BENGAL,30.0,7.3,1118.5,0.3,2.0,2.0,594.0,0.3
WEST BENGAL,29.0,7.8,1635.0,0.34,2.0,2.0,238.0,0.7
WEST BENGAL,27.5,7.85,960.0,0.3,2.0,2.0,656.0,0.95
WEST BENGAL,27.5,7.05,219.0,0.48,2.0,2.0,135.0,0.5
WEST BENGAL,26.0,7.75,754.0,0.3,2.0,2.0,419.0,0.35
WEST BENGAL,26.5,7.35,704.5,0.3,2.0,2.0,447.0,0.25
WEST BENGAL,28.5,7.55,504.5,0.3,2.0,5.5,486.0,0.55
WEST BENGAL,29.5,7.35,1582.5,0.3,6.0,18.5,1429.0,0.3
WEST BENGAL,30.0,7.3,1813.0,0.3,18.0,53.0,1198.0,0.25
WEST BENGAL,28.0,7.4,999.5,0.55,2.0,2.0,478.0,0.25
WEST BENGAL,30.5,8.05,403.5,0.3,2.0,2.0,204.0,0.6
